random	SNP_n	Gene_n
gtex_rsid3448.bed	5	12
gtex_rsid3449.bed	4	4
gtex_rsid3450.bed	4	7
gtex_rsid3451.bed	4	13
gtex_rsid3452.bed	7	15
gtex_rsid3453.bed	6	10
gtex_rsid3454.bed	4	9
gtex_rsid3455.bed	6	14
gtex_rsid3456.bed	5	8
gtex_rsid3457.bed	6	11
gtex_rsid3458.bed	4	8
gtex_rsid3459.bed	3	6
gtex_rsid3460.bed	6	17
gtex_rsid3461.bed	8	12
gtex_rsid3462.bed	5	15
gtex_rsid3463.bed	7	13
gtex_rsid3464.bed	4	7
gtex_rsid3465.bed	5	8
gtex_rsid3466.bed	7	11
gtex_rsid3467.bed	12	23
gtex_rsid3468.bed	3	5
gtex_rsid3469.bed	6	7
gtex_rsid3470.bed	3	4
gtex_rsid3471.bed	3	5
gtex_rsid3472.bed	5	21
gtex_rsid3473.bed	7	12
gtex_rsid3474.bed	6	22
gtex_rsid3475.bed	7	12
gtex_rsid3476.bed	2	11
gtex_rsid3477.bed	5	7
gtex_rsid3478.bed	8	17
gtex_rsid3479.bed	4	6
gtex_rsid3480.bed	6	11
gtex_rsid3481.bed	3	5
gtex_rsid3482.bed	3	4
gtex_rsid3483.bed	5	10
gtex_rsid3484.bed	9	14
gtex_rsid3485.bed	7	14
gtex_rsid3486.bed	5	5
gtex_rsid3487.bed	3	6
gtex_rsid3488.bed	6	13
gtex_rsid3489.bed	7	14
gtex_rsid3490.bed	2	2
gtex_rsid3491.bed	7	14
gtex_rsid3492.bed	5	11
gtex_rsid3493.bed	4	7
gtex_rsid3494.bed	4	6
gtex_rsid3495.bed	6	17
gtex_rsid3496.bed	5	15
gtex_rsid3497.bed	4	9
gtex_rsid3498.bed	2	4
gtex_rsid3499.bed	5	9
gtex_rsid3500.bed	7	18
gtex_rsid3501.bed	2	8
gtex_rsid3502.bed	7	14
gtex_rsid3503.bed	5	17
gtex_rsid3504.bed	3	7
gtex_rsid3505.bed	8	11
gtex_rsid3506.bed	1	1
gtex_rsid3507.bed	1	3
gtex_rsid3508.bed	6	7
gtex_rsid3509.bed	5	15
gtex_rsid3510.bed	6	37
gtex_rsid3511.bed	2	3
gtex_rsid3512.bed	14	39
gtex_rsid3513.bed	7	9
gtex_rsid3514.bed	7	15
gtex_rsid3515.bed	1	1
gtex_rsid3516.bed	7	21
gtex_rsid3517.bed	3	4
gtex_rsid3518.bed	4	7
gtex_rsid3519.bed	1	2
gtex_rsid3520.bed	5	10
gtex_rsid3521.bed	2	4
gtex_rsid3522.bed	7	15
gtex_rsid3523.bed	6	8
gtex_rsid3524.bed	5	21
gtex_rsid3525.bed	4	4
gtex_rsid3526.bed	3	7
gtex_rsid3527.bed	5	12
gtex_rsid3528.bed	6	14
gtex_rsid3529.bed	4	8
gtex_rsid3530.bed	1	1
gtex_rsid3531.bed	4	7
gtex_rsid3532.bed	6	16
gtex_rsid3533.bed	8	16
gtex_rsid3534.bed	3	5
gtex_rsid3535.bed	12	14
gtex_rsid3536.bed	2	4
gtex_rsid3537.bed	8	13
gtex_rsid3538.bed	1	3
gtex_rsid3539.bed	6	15
gtex_rsid3540.bed	2	6
gtex_rsid3541.bed	3	6
gtex_rsid3542.bed	3	3
gtex_rsid3543.bed	2	3
gtex_rsid3544.bed	1	2
gtex_rsid3545.bed	8	19
gtex_rsid3546.bed	7	20
gtex_rsid3547.bed	8	13
gtex_rsid3548.bed	7	20
gtex_rsid3549.bed	4	10
gtex_rsid3550.bed	6	7
gtex_rsid3551.bed	5	19
gtex_rsid3552.bed	8	14
gtex_rsid3553.bed	2	8
gtex_rsid3554.bed	2	6
gtex_rsid3555.bed	5	9
gtex_rsid3556.bed	4	5
gtex_rsid3557.bed	1	1
gtex_rsid3558.bed	2	2
gtex_rsid3559.bed	6	12
gtex_rsid3560.bed	7	18
gtex_rsid3561.bed	9	14
gtex_rsid3562.bed	9	19
gtex_rsid3563.bed	2	8
gtex_rsid3564.bed	4	6
gtex_rsid3565.bed	5	9
gtex_rsid3566.bed	5	8
gtex_rsid3567.bed	6	11
gtex_rsid3568.bed	4	4
gtex_rsid3569.bed	2	2
gtex_rsid3570.bed	5	11
gtex_rsid3571.bed	3	3
gtex_rsid3572.bed	1	1
gtex_rsid3573.bed	4	9
gtex_rsid3574.bed	4	5
gtex_rsid3575.bed	4	7
gtex_rsid3576.bed	7	11
gtex_rsid3577.bed	3	4
gtex_rsid3578.bed	3	5
gtex_rsid3579.bed	0	0
gtex_rsid3580.bed	10	13
gtex_rsid3581.bed	3	10
gtex_rsid3582.bed	5	11
gtex_rsid3583.bed	5	12
gtex_rsid3584.bed	5	9
gtex_rsid3585.bed	2	2
gtex_rsid3586.bed	5	9
gtex_rsid3587.bed	6	29
gtex_rsid3588.bed	3	5
gtex_rsid3589.bed	7	18
gtex_rsid3590.bed	2	4
gtex_rsid3591.bed	5	17
gtex_rsid3592.bed	6	8
gtex_rsid3593.bed	5	9
gtex_rsid3594.bed	4	12
gtex_rsid3595.bed	1	1
gtex_rsid3596.bed	6	10
gtex_rsid3597.bed	5	17
gtex_rsid3598.bed	3	4
gtex_rsid3599.bed	6	15
gtex_rsid3600.bed	6	13
gtex_rsid3601.bed	1	2
gtex_rsid3602.bed	8	13
gtex_rsid3603.bed	7	12
gtex_rsid3604.bed	3	7
gtex_rsid3605.bed	6	6
gtex_rsid3606.bed	3	6
gtex_rsid3607.bed	7	9
gtex_rsid3608.bed	3	16
gtex_rsid3609.bed	8	13
gtex_rsid3610.bed	4	5
gtex_rsid3611.bed	6	7
gtex_rsid3612.bed	6	10
gtex_rsid3613.bed	6	15
gtex_rsid3614.bed	3	3
gtex_rsid3615.bed	6	6
gtex_rsid3616.bed	8	16
gtex_rsid3617.bed	4	8
gtex_rsid3618.bed	5	6
gtex_rsid3619.bed	2	2
gtex_rsid3620.bed	5	12
gtex_rsid3621.bed	3	8
gtex_rsid3622.bed	4	4
gtex_rsid3623.bed	5	8
gtex_rsid3624.bed	10	19
gtex_rsid3625.bed	2	2
gtex_rsid3626.bed	2	4
gtex_rsid3627.bed	3	4
gtex_rsid3628.bed	2	2
gtex_rsid3629.bed	5	5
gtex_rsid3630.bed	5	14
gtex_rsid3631.bed	8	14
gtex_rsid3632.bed	4	5
gtex_rsid3633.bed	5	7
gtex_rsid3634.bed	3	6
gtex_rsid3635.bed	5	10
gtex_rsid3636.bed	4	9
gtex_rsid3637.bed	5	8
gtex_rsid3638.bed	2	2
gtex_rsid3639.bed	8	16
gtex_rsid3640.bed	7	13
gtex_rsid3641.bed	8	16
gtex_rsid3642.bed	10	15
gtex_rsid3643.bed	2	2
gtex_rsid3644.bed	3	3
gtex_rsid3645.bed	8	19
gtex_rsid3646.bed	1	1
gtex_rsid3647.bed	3	11
gtex_rsid3648.bed	5	9
gtex_rsid3649.bed	7	9
gtex_rsid3650.bed	7	16
gtex_rsid3651.bed	2	2
gtex_rsid3652.bed	4	4
gtex_rsid3653.bed	5	5
gtex_rsid3654.bed	4	10
gtex_rsid3655.bed	6	12
gtex_rsid3656.bed	3	4
gtex_rsid3657.bed	2	2
gtex_rsid3658.bed	7	10
gtex_rsid3659.bed	3	5
gtex_rsid3660.bed	6	19
gtex_rsid3661.bed	9	16
gtex_rsid3662.bed	5	13
gtex_rsid3663.bed	7	13
gtex_rsid3664.bed	3	16
gtex_rsid3665.bed	2	4
gtex_rsid3666.bed	3	3
gtex_rsid3667.bed	5	12
gtex_rsid3668.bed	6	12
gtex_rsid3669.bed	4	4
gtex_rsid3670.bed	4	6
gtex_rsid3671.bed	5	13
gtex_rsid3672.bed	7	10
gtex_rsid3673.bed	2	3
gtex_rsid3674.bed	7	10
gtex_rsid3675.bed	3	6
gtex_rsid3676.bed	6	10
gtex_rsid3677.bed	4	6
gtex_rsid3678.bed	4	5
gtex_rsid3679.bed	6	9
gtex_rsid3680.bed	9	19
gtex_rsid3681.bed	2	2
gtex_rsid3682.bed	6	9
gtex_rsid3683.bed	4	5
gtex_rsid3684.bed	3	7
gtex_rsid3685.bed	4	9
gtex_rsid3686.bed	6	18
gtex_rsid3687.bed	4	4
gtex_rsid3688.bed	2	2
gtex_rsid3689.bed	2	2
gtex_rsid3690.bed	4	11
gtex_rsid3691.bed	8	20
gtex_rsid3692.bed	6	11
gtex_rsid3693.bed	3	3
gtex_rsid3694.bed	4	5
gtex_rsid3695.bed	1	1
gtex_rsid3696.bed	7	8
gtex_rsid3697.bed	5	8
gtex_rsid3698.bed	7	11
gtex_rsid3699.bed	6	15
gtex_rsid3700.bed	5	22
gtex_rsid3701.bed	3	5
gtex_rsid3702.bed	2	5
gtex_rsid3703.bed	7	12
gtex_rsid3704.bed	2	7
gtex_rsid3705.bed	3	3
gtex_rsid3706.bed	7	12
gtex_rsid3707.bed	7	12
gtex_rsid3708.bed	1	5
gtex_rsid3709.bed	3	3
gtex_rsid3710.bed	5	9
gtex_rsid3711.bed	6	9
gtex_rsid3712.bed	5	12
gtex_rsid3713.bed	3	3
gtex_rsid3714.bed	3	11
gtex_rsid3715.bed	6	10
gtex_rsid3716.bed	7	16
gtex_rsid3717.bed	6	22
gtex_rsid3718.bed	7	10
gtex_rsid3719.bed	9	24
gtex_rsid3720.bed	5	14
gtex_rsid3721.bed	3	4
gtex_rsid3722.bed	5	11
gtex_rsid3723.bed	9	21
gtex_rsid3724.bed	6	7
gtex_rsid3725.bed	3	3
gtex_rsid3726.bed	5	10
gtex_rsid3727.bed	5	8
gtex_rsid3728.bed	4	5
gtex_rsid3729.bed	4	13
gtex_rsid3730.bed	6	12
gtex_rsid3731.bed	4	5
gtex_rsid3732.bed	7	9
gtex_rsid3733.bed	6	12
gtex_rsid3734.bed	4	12
gtex_rsid3735.bed	5	10
gtex_rsid3736.bed	2	3
gtex_rsid3737.bed	2	4
gtex_rsid3738.bed	7	9
gtex_rsid3739.bed	9	27
gtex_rsid3740.bed	1	2
gtex_rsid3741.bed	3	9
gtex_rsid3742.bed	1	1
gtex_rsid3743.bed	4	10
gtex_rsid3744.bed	5	12
gtex_rsid3745.bed	3	9
gtex_rsid3746.bed	4	6
gtex_rsid3747.bed	2	2
gtex_rsid3748.bed	5	11
gtex_rsid3749.bed	3	6
gtex_rsid3750.bed	5	11
gtex_rsid3751.bed	2	4
gtex_rsid3752.bed	6	10
gtex_rsid3753.bed	4	19
gtex_rsid3754.bed	3	8
gtex_rsid3755.bed	2	2
gtex_rsid3756.bed	3	7
gtex_rsid3757.bed	1	1
gtex_rsid3758.bed	5	9
gtex_rsid3759.bed	6	11
gtex_rsid3760.bed	5	5
gtex_rsid3761.bed	6	17
gtex_rsid3762.bed	1	8
gtex_rsid3763.bed	4	16
gtex_rsid3764.bed	7	21
gtex_rsid3765.bed	4	10
gtex_rsid3766.bed	7	11
gtex_rsid3767.bed	3	7
gtex_rsid3768.bed	6	10
gtex_rsid3769.bed	5	11
gtex_rsid3770.bed	5	8
gtex_rsid3771.bed	2	3
gtex_rsid3772.bed	4	13
gtex_rsid3773.bed	8	13
gtex_rsid3774.bed	2	12
gtex_rsid3775.bed	4	7
gtex_rsid3776.bed	0	0
gtex_rsid3777.bed	3	11
gtex_rsid3778.bed	4	4
gtex_rsid3779.bed	4	5
gtex_rsid3780.bed	5	16
gtex_rsid3781.bed	6	10
gtex_rsid3782.bed	5	8
gtex_rsid3783.bed	5	20
gtex_rsid3784.bed	3	8
gtex_rsid3785.bed	4	16
gtex_rsid3786.bed	6	11
gtex_rsid3787.bed	3	5
gtex_rsid3788.bed	5	11
gtex_rsid3789.bed	6	9
gtex_rsid3790.bed	3	4
gtex_rsid3791.bed	4	7
gtex_rsid3792.bed	3	3
gtex_rsid3793.bed	7	16
gtex_rsid3794.bed	6	11
gtex_rsid3795.bed	6	7
gtex_rsid3796.bed	3	12
gtex_rsid3797.bed	11	32
gtex_rsid3798.bed	5	15
gtex_rsid3799.bed	4	8
gtex_rsid3800.bed	5	6
gtex_rsid3801.bed	2	2
gtex_rsid3802.bed	2	5
gtex_rsid3803.bed	1	1
gtex_rsid3804.bed	3	4
gtex_rsid3805.bed	7	33
gtex_rsid3806.bed	1	6
gtex_rsid3807.bed	5	7
gtex_rsid3808.bed	1	1
gtex_rsid3809.bed	9	13
gtex_rsid3810.bed	4	18
gtex_rsid3811.bed	4	4
gtex_rsid3812.bed	5	5
gtex_rsid3813.bed	2	3
gtex_rsid3814.bed	0	0
gtex_rsid3815.bed	4	11
gtex_rsid3816.bed	6	11
gtex_rsid3817.bed	4	13
gtex_rsid3818.bed	4	8
gtex_rsid3819.bed	6	12
gtex_rsid3820.bed	3	7
gtex_rsid3821.bed	5	7
gtex_rsid3822.bed	4	4
gtex_rsid3823.bed	4	7
gtex_rsid3824.bed	4	15
gtex_rsid3825.bed	6	11
gtex_rsid3826.bed	6	9
gtex_rsid3827.bed	5	10
gtex_rsid3828.bed	5	11
gtex_rsid3829.bed	3	6
gtex_rsid3830.bed	5	8
gtex_rsid3831.bed	4	5
gtex_rsid3832.bed	4	7
gtex_rsid3833.bed	5	8
gtex_rsid3834.bed	8	28
gtex_rsid3835.bed	7	8
gtex_rsid3836.bed	5	7
gtex_rsid3837.bed	4	5
gtex_rsid3838.bed	5	9
gtex_rsid3839.bed	7	9
gtex_rsid3840.bed	3	10
gtex_rsid3841.bed	10	22
gtex_rsid3842.bed	2	2
gtex_rsid3843.bed	4	6
gtex_rsid3844.bed	7	18
gtex_rsid3845.bed	7	14
gtex_rsid3846.bed	5	8
gtex_rsid3847.bed	3	3
gtex_rsid3848.bed	4	13
gtex_rsid3849.bed	3	3
gtex_rsid3850.bed	4	6
gtex_rsid3851.bed	9	20
gtex_rsid3852.bed	4	14
gtex_rsid3853.bed	6	18
gtex_rsid3854.bed	7	9
gtex_rsid3855.bed	4	15
gtex_rsid3856.bed	6	6
gtex_rsid3857.bed	8	14
gtex_rsid3858.bed	2	3
gtex_rsid3859.bed	3	3
gtex_rsid3860.bed	5	7
gtex_rsid3861.bed	7	9
gtex_rsid3862.bed	4	4
gtex_rsid3863.bed	8	18
gtex_rsid3864.bed	4	12
gtex_rsid3865.bed	4	16
gtex_rsid3866.bed	5	5
gtex_rsid3867.bed	2	3
gtex_rsid3868.bed	5	11
gtex_rsid3869.bed	3	8
gtex_rsid3870.bed	10	33
gtex_rsid3871.bed	5	13
gtex_rsid3872.bed	4	9
gtex_rsid3873.bed	5	19
gtex_rsid3874.bed	12	25
gtex_rsid3875.bed	2	3
gtex_rsid3876.bed	1	3
gtex_rsid3877.bed	7	14
gtex_rsid3878.bed	6	10
gtex_rsid3879.bed	8	30
gtex_rsid3880.bed	6	9
gtex_rsid3881.bed	0	0
gtex_rsid3882.bed	6	8
gtex_rsid3883.bed	5	10
gtex_rsid3884.bed	5	6
gtex_rsid3885.bed	6	39
gtex_rsid3886.bed	6	16
gtex_rsid3887.bed	3	4
gtex_rsid3888.bed	6	8
gtex_rsid3889.bed	4	5
gtex_rsid3890.bed	2	3
gtex_rsid3891.bed	3	6
gtex_rsid3892.bed	4	7
gtex_rsid3893.bed	4	7
gtex_rsid3894.bed	6	19
gtex_rsid3895.bed	6	19
gtex_rsid3896.bed	5	7
gtex_rsid3897.bed	3	5
gtex_rsid3898.bed	5	12
gtex_rsid3899.bed	4	11
gtex_rsid3900.bed	4	5
gtex_rsid3901.bed	4	8
gtex_rsid3902.bed	7	12
gtex_rsid3903.bed	4	6
gtex_rsid3904.bed	7	13
gtex_rsid3905.bed	8	11
gtex_rsid3906.bed	2	4
gtex_rsid3907.bed	2	4
gtex_rsid3908.bed	4	6
gtex_rsid3909.bed	4	7
gtex_rsid3910.bed	5	6
gtex_rsid3911.bed	3	3
gtex_rsid3912.bed	5	6
gtex_rsid3913.bed	5	6
gtex_rsid3914.bed	4	4
gtex_rsid3915.bed	2	2
gtex_rsid3916.bed	5	15
gtex_rsid3917.bed	4	7
gtex_rsid3918.bed	5	6
gtex_rsid3919.bed	4	4
gtex_rsid3920.bed	4	4
gtex_rsid3921.bed	3	3
gtex_rsid3922.bed	4	6
gtex_rsid3923.bed	3	5
gtex_rsid3924.bed	7	9
gtex_rsid3925.bed	5	7
gtex_rsid3926.bed	3	6
gtex_rsid3927.bed	4	7
gtex_rsid3928.bed	3	3
gtex_rsid3929.bed	6	7
gtex_rsid3930.bed	3	7
gtex_rsid3931.bed	6	22
gtex_rsid3932.bed	1	1
gtex_rsid3933.bed	4	5
gtex_rsid3934.bed	3	6
gtex_rsid3935.bed	2	4
gtex_rsid3936.bed	5	11
gtex_rsid3937.bed	1	2
gtex_rsid3938.bed	7	38
gtex_rsid3939.bed	6	7
gtex_rsid3940.bed	9	27
gtex_rsid3941.bed	3	3
gtex_rsid3942.bed	5	7
gtex_rsid3943.bed	3	4
gtex_rsid3944.bed	4	6
gtex_rsid3945.bed	3	4
gtex_rsid3946.bed	1	1
gtex_rsid3947.bed	2	3
gtex_rsid3948.bed	9	11
gtex_rsid3949.bed	3	6
gtex_rsid3950.bed	6	12
gtex_rsid3951.bed	3	3
gtex_rsid3952.bed	2	3
gtex_rsid3953.bed	3	5
gtex_rsid3954.bed	8	23
gtex_rsid3955.bed	2	5
gtex_rsid3956.bed	2	2
gtex_rsid3957.bed	4	11
gtex_rsid3958.bed	4	8
gtex_rsid3959.bed	5	5
gtex_rsid3960.bed	5	9
gtex_rsid3961.bed	4	4
gtex_rsid3962.bed	5	34
gtex_rsid3963.bed	6	13
gtex_rsid3964.bed	4	5
gtex_rsid3965.bed	3	6
gtex_rsid3966.bed	9	14
gtex_rsid3967.bed	8	10
gtex_rsid3968.bed	2	6
gtex_rsid3969.bed	9	16
gtex_rsid3970.bed	4	9
gtex_rsid3971.bed	3	6
gtex_rsid3972.bed	11	34
gtex_rsid3973.bed	3	9
gtex_rsid3974.bed	4	40
gtex_rsid3975.bed	4	6
gtex_rsid3976.bed	2	14
gtex_rsid3977.bed	7	15
gtex_rsid3978.bed	6	11
gtex_rsid3979.bed	7	11
gtex_rsid3980.bed	7	15
gtex_rsid3981.bed	5	7
gtex_rsid3982.bed	7	17
gtex_rsid3983.bed	7	9
gtex_rsid3984.bed	8	10
gtex_rsid3985.bed	5	8
gtex_rsid3986.bed	6	11
gtex_rsid3987.bed	7	10
gtex_rsid3988.bed	4	4
gtex_rsid3989.bed	3	4
gtex_rsid3990.bed	6	13
gtex_rsid3991.bed	4	19
gtex_rsid3992.bed	7	11
gtex_rsid3993.bed	4	7
gtex_rsid3994.bed	8	19
gtex_rsid3995.bed	8	13
gtex_rsid3996.bed	7	16
gtex_rsid3997.bed	1	1
gtex_rsid3998.bed	3	3
gtex_rsid3999.bed	4	4
gtex_rsid4000.bed	10	35
gtex_rsid4001.bed	6	11
gtex_rsid4002.bed	4	8
gtex_rsid4003.bed	3	10
gtex_rsid4004.bed	3	10
gtex_rsid4005.bed	5	7
gtex_rsid4006.bed	1	2
gtex_rsid4007.bed	6	13
gtex_rsid4008.bed	3	6
gtex_rsid4009.bed	4	7
gtex_rsid4010.bed	4	6
gtex_rsid4011.bed	7	10
gtex_rsid4012.bed	4	8
gtex_rsid4013.bed	6	8
gtex_rsid4014.bed	1	10
gtex_rsid4015.bed	5	18
gtex_rsid4016.bed	4	15
gtex_rsid4017.bed	6	16
gtex_rsid4018.bed	4	6
gtex_rsid4019.bed	6	10
gtex_rsid4020.bed	6	12
gtex_rsid4021.bed	6	13
gtex_rsid4022.bed	8	12
gtex_rsid4023.bed	7	16
gtex_rsid4024.bed	4	7
gtex_rsid4025.bed	3	4
gtex_rsid4026.bed	7	11
gtex_rsid4027.bed	2	5
gtex_rsid4028.bed	4	6
gtex_rsid4029.bed	3	7
gtex_rsid4030.bed	7	15
gtex_rsid4031.bed	3	5
gtex_rsid4032.bed	5	6
gtex_rsid4033.bed	8	15
gtex_rsid4034.bed	3	7
gtex_rsid4035.bed	3	6
gtex_rsid4036.bed	1	3
gtex_rsid4037.bed	6	17
gtex_rsid4038.bed	3	7
gtex_rsid4039.bed	2	3
gtex_rsid4040.bed	2	4
gtex_rsid4041.bed	4	7
gtex_rsid4042.bed	5	10
gtex_rsid4043.bed	7	11
gtex_rsid4044.bed	7	11
gtex_rsid4045.bed	9	13
gtex_rsid4046.bed	4	7
gtex_rsid4047.bed	2	5
gtex_rsid4048.bed	2	2
gtex_rsid4049.bed	3	12
gtex_rsid4050.bed	6	10
gtex_rsid4051.bed	3	5
gtex_rsid4052.bed	6	17
gtex_rsid4053.bed	7	14
gtex_rsid4054.bed	4	8
gtex_rsid4055.bed	5	9
gtex_rsid4056.bed	5	11
gtex_rsid4057.bed	2	4
gtex_rsid4058.bed	4	11
gtex_rsid4059.bed	5	16
gtex_rsid4060.bed	7	11
gtex_rsid4061.bed	6	10
gtex_rsid4062.bed	6	6
gtex_rsid4063.bed	9	15
gtex_rsid4064.bed	2	4
gtex_rsid4065.bed	2	3
gtex_rsid4066.bed	7	9
gtex_rsid4067.bed	3	6
gtex_rsid4068.bed	8	20
gtex_rsid4069.bed	5	8
gtex_rsid4070.bed	4	6
gtex_rsid4071.bed	8	11
gtex_rsid4072.bed	6	9
gtex_rsid4073.bed	3	6
gtex_rsid4074.bed	7	14
gtex_rsid4075.bed	3	4
gtex_rsid4076.bed	9	17
gtex_rsid4077.bed	10	25
gtex_rsid4078.bed	7	30
gtex_rsid4079.bed	6	8
gtex_rsid4080.bed	7	19
gtex_rsid4081.bed	3	6
gtex_rsid4082.bed	5	7
gtex_rsid4083.bed	6	13
gtex_rsid4084.bed	5	11
gtex_rsid4085.bed	2	10
gtex_rsid4086.bed	7	12
gtex_rsid4087.bed	8	20
gtex_rsid4088.bed	6	13
gtex_rsid4089.bed	3	6
gtex_rsid4090.bed	5	19
gtex_rsid4091.bed	4	6
gtex_rsid4092.bed	0	0
gtex_rsid4093.bed	3	5
gtex_rsid4094.bed	6	18
gtex_rsid4095.bed	4	10
gtex_rsid4096.bed	3	11
gtex_rsid4097.bed	6	18
gtex_rsid4098.bed	4	8
gtex_rsid4099.bed	4	4
gtex_rsid4100.bed	0	0
gtex_rsid4101.bed	3	3
gtex_rsid4102.bed	8	9
gtex_rsid4103.bed	7	29
gtex_rsid4104.bed	5	8
gtex_rsid4105.bed	0	0
gtex_rsid4106.bed	8	12
gtex_rsid4107.bed	3	4
gtex_rsid4108.bed	5	11
gtex_rsid4109.bed	4	4
gtex_rsid4110.bed	10	18
gtex_rsid4111.bed	6	12
gtex_rsid4112.bed	3	6
gtex_rsid4113.bed	3	9
gtex_rsid4114.bed	4	4
gtex_rsid4115.bed	4	20
gtex_rsid4116.bed	3	4
gtex_rsid4117.bed	8	16
gtex_rsid4118.bed	6	9
gtex_rsid4119.bed	6	11
gtex_rsid4120.bed	3	10
gtex_rsid4121.bed	9	12
gtex_rsid4122.bed	9	18
gtex_rsid4123.bed	4	7
gtex_rsid4124.bed	4	5
gtex_rsid4125.bed	3	7
gtex_rsid4126.bed	9	23
gtex_rsid4127.bed	7	18
gtex_rsid4128.bed	7	14
gtex_rsid4129.bed	3	6
gtex_rsid4130.bed	6	10
gtex_rsid4131.bed	4	7
gtex_rsid4132.bed	4	8
gtex_rsid4133.bed	3	5
gtex_rsid4134.bed	5	10
gtex_rsid4135.bed	4	5
gtex_rsid4136.bed	4	6
gtex_rsid4137.bed	6	12
gtex_rsid4138.bed	6	11
gtex_rsid4139.bed	5	6
gtex_rsid4140.bed	0	0
gtex_rsid4141.bed	4	6
gtex_rsid4142.bed	4	8
gtex_rsid4143.bed	9	19
gtex_rsid4144.bed	3	11
gtex_rsid4145.bed	4	7
gtex_rsid4146.bed	5	13
gtex_rsid4147.bed	5	6
gtex_rsid4148.bed	9	15
gtex_rsid4149.bed	3	4
gtex_rsid4150.bed	6	9
gtex_rsid4151.bed	2	16
gtex_rsid4152.bed	9	13
gtex_rsid4153.bed	5	9
gtex_rsid4154.bed	5	7
gtex_rsid4155.bed	4	4
gtex_rsid4156.bed	8	12
gtex_rsid4157.bed	3	4
gtex_rsid4158.bed	3	4
gtex_rsid4159.bed	5	6
gtex_rsid4160.bed	6	13
gtex_rsid4161.bed	8	28
gtex_rsid4162.bed	6	14
gtex_rsid4163.bed	3	6
gtex_rsid4164.bed	9	13
gtex_rsid4165.bed	8	14
gtex_rsid4166.bed	4	16
gtex_rsid4167.bed	6	14
gtex_rsid4168.bed	7	13
gtex_rsid4169.bed	8	13
gtex_rsid4170.bed	3	5
gtex_rsid4171.bed	9	16
gtex_rsid4172.bed	4	7
gtex_rsid4173.bed	5	5
gtex_rsid4174.bed	4	8
gtex_rsid4175.bed	8	13
gtex_rsid4176.bed	2	2
gtex_rsid4177.bed	9	25
gtex_rsid4178.bed	3	3
gtex_rsid4179.bed	1	5
gtex_rsid4180.bed	3	5
gtex_rsid4181.bed	3	5
gtex_rsid4182.bed	4	8
gtex_rsid4183.bed	4	7
gtex_rsid4184.bed	8	21
gtex_rsid4185.bed	3	6
gtex_rsid4186.bed	6	14
gtex_rsid4187.bed	7	22
gtex_rsid4188.bed	5	8
gtex_rsid4189.bed	1	5
gtex_rsid4190.bed	7	19
gtex_rsid4191.bed	6	8
gtex_rsid4192.bed	6	11
gtex_rsid4193.bed	6	8
gtex_rsid4194.bed	3	10
gtex_rsid4195.bed	8	11
gtex_rsid4196.bed	7	17
gtex_rsid4197.bed	6	14
gtex_rsid4198.bed	6	21
gtex_rsid4199.bed	3	4
gtex_rsid4200.bed	6	15
gtex_rsid4201.bed	10	20
gtex_rsid4202.bed	7	10
gtex_rsid4203.bed	3	7
gtex_rsid4204.bed	2	4
gtex_rsid4205.bed	6	7
gtex_rsid4206.bed	3	14
gtex_rsid4207.bed	7	9
gtex_rsid4208.bed	4	6
gtex_rsid4209.bed	4	6
gtex_rsid4210.bed	3	6
gtex_rsid4211.bed	8	24
gtex_rsid4212.bed	6	9
gtex_rsid4213.bed	2	4
gtex_rsid4214.bed	6	15
gtex_rsid4215.bed	4	7
gtex_rsid4216.bed	4	4
gtex_rsid4217.bed	5	8
gtex_rsid4218.bed	8	14
gtex_rsid4219.bed	5	7
gtex_rsid4220.bed	7	10
gtex_rsid4221.bed	2	2
gtex_rsid4222.bed	4	13
gtex_rsid4223.bed	5	10
gtex_rsid4224.bed	3	7
gtex_rsid4225.bed	4	4
gtex_rsid4226.bed	7	8
gtex_rsid4227.bed	6	7
gtex_rsid4228.bed	3	4
gtex_rsid4229.bed	7	23
gtex_rsid4230.bed	5	11
gtex_rsid4231.bed	5	6
gtex_rsid4232.bed	5	10
gtex_rsid4233.bed	1	5
gtex_rsid4234.bed	8	13
gtex_rsid4235.bed	3	6
gtex_rsid4236.bed	5	13
gtex_rsid4237.bed	10	20
gtex_rsid4238.bed	5	6
gtex_rsid4239.bed	6	12
gtex_rsid4240.bed	3	7
gtex_rsid4241.bed	4	6
gtex_rsid4242.bed	6	15
gtex_rsid4243.bed	4	5
gtex_rsid4244.bed	4	15
gtex_rsid4245.bed	3	7
gtex_rsid4246.bed	3	7
gtex_rsid4247.bed	4	7
gtex_rsid4248.bed	3	4
gtex_rsid4249.bed	7	12
gtex_rsid4250.bed	4	6
gtex_rsid4251.bed	8	20
gtex_rsid4252.bed	7	9
gtex_rsid4253.bed	4	9
gtex_rsid4254.bed	5	12
gtex_rsid4255.bed	6	13
gtex_rsid4256.bed	3	3
gtex_rsid4257.bed	3	4
gtex_rsid4258.bed	5	11
gtex_rsid4259.bed	3	3
gtex_rsid4260.bed	5	8
gtex_rsid4261.bed	3	6
gtex_rsid4262.bed	4	7
gtex_rsid4263.bed	3	5
gtex_rsid4264.bed	4	6
gtex_rsid4265.bed	3	7
gtex_rsid4266.bed	6	11
gtex_rsid4267.bed	8	12
gtex_rsid4268.bed	7	9
gtex_rsid4269.bed	5	9
