random	SNP_n	Enh_n
encode_rsid862.tsv	242	242
encode_rsid863.tsv	264	264
encode_rsid864.tsv	259	259
encode_rsid865.tsv	262	262
encode_rsid866.tsv	242	242
encode_rsid867.tsv	242	242
encode_rsid868.tsv	276	276
encode_rsid869.tsv	241	241
encode_rsid870.tsv	240	240
encode_rsid871.tsv	253	253
encode_rsid872.tsv	241	241
encode_rsid873.tsv	244	243
encode_rsid874.tsv	273	273
encode_rsid875.tsv	245	245
encode_rsid876.tsv	234	234
encode_rsid877.tsv	252	252
encode_rsid878.tsv	248	248
encode_rsid879.tsv	255	254
encode_rsid880.tsv	246	246
encode_rsid881.tsv	257	257
encode_rsid882.tsv	245	244
encode_rsid883.tsv	254	254
encode_rsid884.tsv	211	210
encode_rsid885.tsv	241	241
encode_rsid886.tsv	263	263
encode_rsid887.tsv	247	247
encode_rsid888.tsv	242	242
encode_rsid889.tsv	215	215
encode_rsid890.tsv	235	235
encode_rsid891.tsv	246	246
encode_rsid892.tsv	238	237
encode_rsid893.tsv	239	239
encode_rsid894.tsv	279	279
encode_rsid895.tsv	232	232
encode_rsid896.tsv	238	238
encode_rsid897.tsv	256	256
encode_rsid898.tsv	231	231
encode_rsid899.tsv	237	237
encode_rsid900.tsv	267	266
encode_rsid901.tsv	254	254
encode_rsid902.tsv	277	277
encode_rsid903.tsv	241	241
encode_rsid904.tsv	255	255
encode_rsid905.tsv	243	243
encode_rsid906.tsv	242	242
encode_rsid907.tsv	249	249
encode_rsid908.tsv	254	254
encode_rsid909.tsv	237	237
encode_rsid910.tsv	261	261
encode_rsid911.tsv	270	270
encode_rsid912.tsv	220	220
encode_rsid913.tsv	248	248
encode_rsid914.tsv	230	230
encode_rsid915.tsv	247	247
encode_rsid916.tsv	248	248
encode_rsid917.tsv	237	237
encode_rsid918.tsv	280	279
encode_rsid919.tsv	238	238
encode_rsid920.tsv	234	234
encode_rsid921.tsv	227	227
encode_rsid922.tsv	235	235
encode_rsid923.tsv	255	255
encode_rsid924.tsv	246	244
encode_rsid925.tsv	230	230
encode_rsid926.tsv	248	248
encode_rsid927.tsv	290	290
encode_rsid928.tsv	260	260
encode_rsid929.tsv	243	242
encode_rsid930.tsv	254	254
encode_rsid931.tsv	259	259
encode_rsid932.tsv	235	235
encode_rsid933.tsv	256	256
encode_rsid934.tsv	262	262
encode_rsid935.tsv	241	241
encode_rsid936.tsv	244	243
encode_rsid937.tsv	241	241
encode_rsid938.tsv	241	241
encode_rsid939.tsv	247	247
encode_rsid940.tsv	231	231
encode_rsid941.tsv	239	239
encode_rsid942.tsv	273	273
encode_rsid943.tsv	253	253
encode_rsid944.tsv	240	240
encode_rsid945.tsv	230	230
encode_rsid946.tsv	235	235
encode_rsid947.tsv	249	249
encode_rsid948.tsv	250	250
encode_rsid949.tsv	245	245
encode_rsid950.tsv	249	249
encode_rsid951.tsv	260	260
encode_rsid952.tsv	252	252
encode_rsid953.tsv	238	238
encode_rsid954.tsv	264	264
encode_rsid955.tsv	227	227
encode_rsid956.tsv	267	267
encode_rsid957.tsv	258	258
encode_rsid958.tsv	263	263
encode_rsid959.tsv	240	240
encode_rsid960.tsv	256	256
encode_rsid961.tsv	241	241
encode_rsid962.tsv	280	279
encode_rsid963.tsv	257	257
encode_rsid964.tsv	266	266
encode_rsid965.tsv	253	253
encode_rsid966.tsv	243	243
encode_rsid967.tsv	227	227
encode_rsid968.tsv	231	230
encode_rsid969.tsv	245	245
encode_rsid970.tsv	250	249
encode_rsid971.tsv	265	265
encode_rsid972.tsv	262	262
encode_rsid973.tsv	240	240
encode_rsid974.tsv	241	241
encode_rsid975.tsv	236	236
encode_rsid976.tsv	255	255
encode_rsid977.tsv	248	248
encode_rsid978.tsv	234	233
encode_rsid979.tsv	238	238
encode_rsid980.tsv	245	245
encode_rsid981.tsv	229	229
encode_rsid982.tsv	273	273
encode_rsid983.tsv	240	240
encode_rsid984.tsv	243	243
encode_rsid985.tsv	252	252
encode_rsid986.tsv	245	245
encode_rsid987.tsv	258	258
encode_rsid988.tsv	254	254
encode_rsid989.tsv	271	271
encode_rsid990.tsv	248	248
encode_rsid991.tsv	255	255
encode_rsid992.tsv	243	243
encode_rsid993.tsv	269	269
encode_rsid994.tsv	254	254
encode_rsid995.tsv	214	213
encode_rsid996.tsv	258	257
encode_rsid997.tsv	256	256
encode_rsid998.tsv	260	260
encode_rsid999.tsv	249	249
encode_rsid1000.tsv	266	266
encode_rsid1001.tsv	259	259
encode_rsid1002.tsv	264	263
encode_rsid1003.tsv	247	247
encode_rsid1004.tsv	251	250
encode_rsid1005.tsv	236	236
encode_rsid1006.tsv	279	279
encode_rsid1007.tsv	254	254
encode_rsid1008.tsv	206	206
encode_rsid1009.tsv	268	268
encode_rsid1010.tsv	241	241
encode_rsid1011.tsv	238	238
encode_rsid1012.tsv	241	241
encode_rsid1013.tsv	260	260
encode_rsid1014.tsv	248	247
encode_rsid1015.tsv	239	239
encode_rsid1016.tsv	228	228
encode_rsid1017.tsv	256	256
encode_rsid1018.tsv	288	288
encode_rsid1019.tsv	232	231
encode_rsid1020.tsv	270	270
encode_rsid1021.tsv	265	265
encode_rsid1022.tsv	253	252
encode_rsid1023.tsv	265	265
encode_rsid1024.tsv	263	263
encode_rsid1025.tsv	273	272
encode_rsid1026.tsv	270	270
encode_rsid1027.tsv	241	241
encode_rsid1028.tsv	256	256
encode_rsid1029.tsv	256	256
encode_rsid1030.tsv	243	242
encode_rsid1031.tsv	271	271
encode_rsid1032.tsv	270	270
encode_rsid1033.tsv	226	226
encode_rsid1034.tsv	254	254
encode_rsid1035.tsv	232	232
encode_rsid1036.tsv	251	250
encode_rsid1037.tsv	233	233
encode_rsid1038.tsv	252	251
encode_rsid1039.tsv	242	242
encode_rsid1040.tsv	270	270
encode_rsid1041.tsv	237	237
encode_rsid1042.tsv	209	209
encode_rsid1043.tsv	242	242
encode_rsid1044.tsv	223	223
encode_rsid1045.tsv	244	244
encode_rsid1046.tsv	247	247
encode_rsid1047.tsv	239	238
encode_rsid1048.tsv	256	256
encode_rsid1049.tsv	234	234
encode_rsid1050.tsv	226	226
encode_rsid1051.tsv	264	264
encode_rsid1052.tsv	241	241
encode_rsid1053.tsv	254	254
encode_rsid1054.tsv	244	244
encode_rsid1055.tsv	249	249
encode_rsid1056.tsv	240	240
encode_rsid1057.tsv	242	241
encode_rsid1058.tsv	221	221
encode_rsid1059.tsv	231	231
encode_rsid1060.tsv	248	248
encode_rsid1061.tsv	226	226
encode_rsid1062.tsv	291	291
encode_rsid1063.tsv	226	226
encode_rsid1064.tsv	247	247
encode_rsid1065.tsv	260	260
encode_rsid1066.tsv	259	259
encode_rsid1067.tsv	253	253
encode_rsid1068.tsv	263	263
encode_rsid1069.tsv	239	238
encode_rsid1070.tsv	270	270
encode_rsid1071.tsv	225	225
encode_rsid1072.tsv	245	245
encode_rsid1073.tsv	268	267
encode_rsid1074.tsv	241	241
encode_rsid1075.tsv	275	275
encode_rsid1076.tsv	225	225
encode_rsid1077.tsv	240	239
encode_rsid1078.tsv	258	258
encode_rsid1079.tsv	248	248
encode_rsid1080.tsv	259	259
encode_rsid1081.tsv	253	253
encode_rsid1082.tsv	249	248
encode_rsid1083.tsv	242	242
encode_rsid1084.tsv	228	228
encode_rsid1085.tsv	261	261
encode_rsid1086.tsv	257	257
encode_rsid1087.tsv	244	244
encode_rsid1088.tsv	253	253
encode_rsid1089.tsv	247	247
encode_rsid1090.tsv	260	260
encode_rsid1091.tsv	277	277
encode_rsid1092.tsv	268	268
encode_rsid1093.tsv	252	252
encode_rsid1094.tsv	273	273
encode_rsid1095.tsv	240	240
encode_rsid1096.tsv	258	258
encode_rsid1097.tsv	266	266
encode_rsid1098.tsv	251	251
encode_rsid1099.tsv	253	253
encode_rsid1100.tsv	246	246
encode_rsid1101.tsv	245	245
encode_rsid1102.tsv	268	268
encode_rsid1103.tsv	267	267
encode_rsid1104.tsv	255	255
encode_rsid1105.tsv	268	267
encode_rsid1106.tsv	259	259
encode_rsid1107.tsv	256	256
encode_rsid1108.tsv	245	245
encode_rsid1109.tsv	225	225
encode_rsid1110.tsv	217	217
encode_rsid1111.tsv	251	251
encode_rsid1112.tsv	233	233
encode_rsid1113.tsv	256	256
encode_rsid1114.tsv	230	230
encode_rsid1115.tsv	253	253
encode_rsid1116.tsv	257	256
encode_rsid1117.tsv	255	254
encode_rsid1118.tsv	263	263
encode_rsid1119.tsv	253	253
encode_rsid1120.tsv	263	263
encode_rsid1121.tsv	263	263
encode_rsid1122.tsv	248	247
encode_rsid1123.tsv	285	285
encode_rsid1124.tsv	256	256
encode_rsid1125.tsv	254	254
encode_rsid1126.tsv	264	264
encode_rsid1127.tsv	253	253
encode_rsid1128.tsv	250	250
encode_rsid1129.tsv	248	248
encode_rsid1130.tsv	275	275
encode_rsid1131.tsv	267	267
encode_rsid1132.tsv	215	215
encode_rsid1133.tsv	254	253
encode_rsid1134.tsv	254	254
encode_rsid1135.tsv	249	249
encode_rsid1136.tsv	245	245
encode_rsid1137.tsv	252	252
encode_rsid1138.tsv	256	256
encode_rsid1139.tsv	255	255
encode_rsid1140.tsv	243	243
encode_rsid1141.tsv	226	226
encode_rsid1142.tsv	230	230
encode_rsid1143.tsv	252	252
encode_rsid1144.tsv	274	273
encode_rsid1145.tsv	243	243
encode_rsid1146.tsv	253	253
encode_rsid1147.tsv	257	257
encode_rsid1148.tsv	255	255
encode_rsid1149.tsv	251	251
encode_rsid1150.tsv	262	262
encode_rsid1151.tsv	239	239
encode_rsid1152.tsv	242	242
encode_rsid1153.tsv	257	256
encode_rsid1154.tsv	214	213
encode_rsid1155.tsv	232	232
encode_rsid1156.tsv	254	254
encode_rsid1157.tsv	245	245
encode_rsid1158.tsv	269	269
encode_rsid1159.tsv	235	235
encode_rsid1160.tsv	248	248
encode_rsid1161.tsv	260	260
encode_rsid1162.tsv	266	266
encode_rsid1163.tsv	252	252
encode_rsid1164.tsv	260	260
encode_rsid1165.tsv	241	241
encode_rsid1166.tsv	255	254
encode_rsid1167.tsv	259	259
encode_rsid1168.tsv	260	260
encode_rsid1169.tsv	226	226
encode_rsid1170.tsv	244	244
encode_rsid1171.tsv	275	275
encode_rsid1172.tsv	241	241
encode_rsid1173.tsv	272	272
encode_rsid1174.tsv	228	228
encode_rsid1175.tsv	260	260
encode_rsid1176.tsv	261	261
encode_rsid1177.tsv	240	240
encode_rsid1178.tsv	278	278
encode_rsid1179.tsv	248	248
encode_rsid1180.tsv	252	252
encode_rsid1181.tsv	257	257
encode_rsid1182.tsv	232	232
encode_rsid1183.tsv	234	234
encode_rsid1184.tsv	270	270
encode_rsid1185.tsv	242	242
encode_rsid1186.tsv	259	259
encode_rsid1187.tsv	263	263
encode_rsid1188.tsv	279	279
encode_rsid1189.tsv	243	243
encode_rsid1190.tsv	243	243
encode_rsid1191.tsv	235	235
encode_rsid1192.tsv	254	253
encode_rsid1193.tsv	254	254
encode_rsid1194.tsv	243	242
encode_rsid1195.tsv	255	255
encode_rsid1196.tsv	261	261
encode_rsid1197.tsv	250	250
encode_rsid1198.tsv	265	265
encode_rsid1199.tsv	230	230
encode_rsid1200.tsv	265	265
encode_rsid1201.tsv	253	253
encode_rsid1202.tsv	236	236
encode_rsid1203.tsv	228	228
encode_rsid1204.tsv	224	224
encode_rsid1205.tsv	273	273
encode_rsid1206.tsv	236	236
encode_rsid1207.tsv	258	257
encode_rsid1208.tsv	236	236
encode_rsid1209.tsv	260	258
encode_rsid1210.tsv	263	263
encode_rsid1211.tsv	254	254
encode_rsid1212.tsv	242	242
encode_rsid1213.tsv	244	244
encode_rsid1214.tsv	197	197
encode_rsid1215.tsv	224	224
encode_rsid1216.tsv	255	254
encode_rsid1217.tsv	233	233
encode_rsid1218.tsv	248	248
encode_rsid1219.tsv	232	232
encode_rsid1220.tsv	267	267
encode_rsid1221.tsv	260	260
encode_rsid1222.tsv	251	251
encode_rsid1223.tsv	271	271
encode_rsid1224.tsv	256	256
encode_rsid1225.tsv	235	235
encode_rsid1226.tsv	243	243
encode_rsid1227.tsv	246	246
encode_rsid1228.tsv	244	244
encode_rsid1229.tsv	243	243
encode_rsid1230.tsv	240	240
encode_rsid1231.tsv	276	276
encode_rsid1232.tsv	255	255
encode_rsid1233.tsv	245	245
encode_rsid1234.tsv	275	274
encode_rsid1235.tsv	235	235
encode_rsid1236.tsv	248	248
encode_rsid1237.tsv	262	262
encode_rsid1238.tsv	238	238
encode_rsid1239.tsv	241	241
encode_rsid1240.tsv	249	249
encode_rsid1241.tsv	242	242
encode_rsid1242.tsv	251	251
encode_rsid1243.tsv	267	267
encode_rsid1244.tsv	264	264
encode_rsid1245.tsv	260	260
encode_rsid1246.tsv	249	249
encode_rsid1247.tsv	253	253
encode_rsid1248.tsv	258	258
encode_rsid1249.tsv	257	257
encode_rsid1250.tsv	256	256
encode_rsid1251.tsv	225	225
encode_rsid1252.tsv	258	258
encode_rsid1253.tsv	277	277
encode_rsid1254.tsv	236	236
encode_rsid1255.tsv	243	243
encode_rsid1256.tsv	253	253
encode_rsid1257.tsv	254	253
encode_rsid1258.tsv	249	249
encode_rsid1259.tsv	251	250
encode_rsid1260.tsv	253	253
encode_rsid1261.tsv	245	245
encode_rsid1262.tsv	272	272
encode_rsid1263.tsv	235	235
encode_rsid1264.tsv	264	264
encode_rsid1265.tsv	227	227
encode_rsid1266.tsv	233	233
encode_rsid1267.tsv	260	259
encode_rsid1268.tsv	258	258
encode_rsid1269.tsv	254	254
encode_rsid1270.tsv	231	231
encode_rsid1271.tsv	232	232
encode_rsid1272.tsv	246	246
encode_rsid1273.tsv	259	259
encode_rsid1274.tsv	272	272
encode_rsid1275.tsv	264	264
encode_rsid1276.tsv	270	270
encode_rsid1277.tsv	254	254
encode_rsid1278.tsv	242	242
encode_rsid1279.tsv	204	204
encode_rsid1280.tsv	250	250
encode_rsid1281.tsv	232	232
encode_rsid1282.tsv	248	248
encode_rsid1283.tsv	243	243
encode_rsid1284.tsv	251	251
encode_rsid1285.tsv	243	242
encode_rsid1286.tsv	246	246
encode_rsid1287.tsv	264	264
encode_rsid1288.tsv	260	260
encode_rsid1289.tsv	272	272
encode_rsid1290.tsv	278	278
encode_rsid1291.tsv	247	247
encode_rsid1292.tsv	265	265
encode_rsid1293.tsv	233	233
encode_rsid1294.tsv	231	231
encode_rsid1295.tsv	280	279
encode_rsid1296.tsv	263	262
encode_rsid1297.tsv	251	251
encode_rsid1298.tsv	238	238
encode_rsid1299.tsv	255	255
encode_rsid1300.tsv	234	234
encode_rsid1301.tsv	249	249
encode_rsid1302.tsv	265	265
encode_rsid1303.tsv	248	246
encode_rsid1304.tsv	244	244
encode_rsid1305.tsv	260	260
encode_rsid1306.tsv	236	236
encode_rsid1307.tsv	248	248
encode_rsid1308.tsv	223	223
encode_rsid1309.tsv	255	255
encode_rsid1310.tsv	244	244
encode_rsid1311.tsv	262	262
encode_rsid1312.tsv	269	269
encode_rsid1313.tsv	234	233
encode_rsid1314.tsv	246	246
encode_rsid1315.tsv	231	231
encode_rsid1316.tsv	260	260
encode_rsid1317.tsv	259	259
encode_rsid1318.tsv	262	262
encode_rsid1319.tsv	265	265
encode_rsid1320.tsv	248	248
encode_rsid1321.tsv	283	283
encode_rsid1322.tsv	239	239
encode_rsid1323.tsv	268	268
encode_rsid1324.tsv	241	241
encode_rsid1325.tsv	244	244
encode_rsid1326.tsv	290	290
encode_rsid1327.tsv	265	264
encode_rsid1328.tsv	248	248
encode_rsid1329.tsv	231	231
encode_rsid1330.tsv	250	250
encode_rsid1331.tsv	229	228
encode_rsid1332.tsv	266	266
encode_rsid1333.tsv	249	249
encode_rsid1334.tsv	283	283
encode_rsid1335.tsv	262	262
encode_rsid1336.tsv	257	257
encode_rsid1337.tsv	243	243
encode_rsid1338.tsv	264	264
encode_rsid1339.tsv	279	279
encode_rsid1340.tsv	265	265
encode_rsid1341.tsv	241	241
encode_rsid1342.tsv	262	262
encode_rsid1343.tsv	265	265
encode_rsid1344.tsv	256	256
encode_rsid1345.tsv	258	257
encode_rsid1346.tsv	259	259
encode_rsid1347.tsv	264	264
encode_rsid1348.tsv	235	235
encode_rsid1349.tsv	239	239
encode_rsid1350.tsv	239	239
encode_rsid1351.tsv	250	250
encode_rsid1352.tsv	290	290
encode_rsid1353.tsv	241	241
encode_rsid1354.tsv	252	252
encode_rsid1355.tsv	228	228
encode_rsid1356.tsv	231	231
encode_rsid1357.tsv	255	255
encode_rsid1358.tsv	272	272
encode_rsid1359.tsv	257	257
encode_rsid1360.tsv	251	251
encode_rsid1361.tsv	250	250
encode_rsid1362.tsv	257	257
encode_rsid1363.tsv	242	242
encode_rsid1364.tsv	251	251
encode_rsid1365.tsv	232	232
encode_rsid1366.tsv	246	246
encode_rsid1367.tsv	270	270
encode_rsid1368.tsv	268	268
encode_rsid1369.tsv	255	255
encode_rsid1370.tsv	241	241
encode_rsid1371.tsv	256	256
encode_rsid1372.tsv	289	288
encode_rsid1373.tsv	234	234
encode_rsid1374.tsv	250	250
encode_rsid1375.tsv	254	254
encode_rsid1376.tsv	269	269
encode_rsid1377.tsv	252	252
encode_rsid1378.tsv	237	237
encode_rsid1379.tsv	233	233
encode_rsid1380.tsv	257	257
encode_rsid1381.tsv	232	232
encode_rsid1382.tsv	245	245
encode_rsid1383.tsv	227	227
encode_rsid1384.tsv	281	281
encode_rsid1385.tsv	253	253
encode_rsid1386.tsv	253	253
encode_rsid1387.tsv	259	259
encode_rsid1388.tsv	250	250
encode_rsid1389.tsv	261	261
encode_rsid1390.tsv	265	265
encode_rsid1391.tsv	239	239
encode_rsid1392.tsv	237	237
encode_rsid1393.tsv	246	246
encode_rsid1394.tsv	241	241
encode_rsid1395.tsv	260	260
encode_rsid1396.tsv	255	255
encode_rsid1397.tsv	243	243
encode_rsid1398.tsv	248	248
encode_rsid1399.tsv	255	255
encode_rsid1400.tsv	243	243
encode_rsid1401.tsv	276	276
encode_rsid1402.tsv	254	254
encode_rsid1403.tsv	237	237
encode_rsid1404.tsv	254	253
encode_rsid1405.tsv	245	245
encode_rsid1406.tsv	264	264
encode_rsid1407.tsv	262	262
encode_rsid1408.tsv	243	243
encode_rsid1409.tsv	243	243
encode_rsid1410.tsv	252	252
encode_rsid1411.tsv	238	238
encode_rsid1412.tsv	269	269
encode_rsid1413.tsv	261	261
encode_rsid1414.tsv	265	265
encode_rsid1415.tsv	243	243
encode_rsid1416.tsv	251	251
encode_rsid1417.tsv	261	261
encode_rsid1418.tsv	257	257
encode_rsid1419.tsv	242	242
encode_rsid1420.tsv	255	255
encode_rsid1421.tsv	263	263
encode_rsid1422.tsv	221	221
encode_rsid1423.tsv	261	261
encode_rsid1424.tsv	248	248
encode_rsid1425.tsv	256	256
encode_rsid1426.tsv	235	235
encode_rsid1427.tsv	256	256
encode_rsid1428.tsv	256	256
encode_rsid1429.tsv	240	240
encode_rsid1430.tsv	274	274
encode_rsid1431.tsv	246	246
encode_rsid1432.tsv	241	241
encode_rsid1433.tsv	251	251
encode_rsid1434.tsv	258	258
encode_rsid1435.tsv	263	263
encode_rsid1436.tsv	275	275
encode_rsid1437.tsv	234	234
encode_rsid1438.tsv	234	234
encode_rsid1439.tsv	238	237
encode_rsid1440.tsv	224	224
encode_rsid1441.tsv	246	246
encode_rsid1442.tsv	241	241
encode_rsid1443.tsv	253	253
encode_rsid1444.tsv	239	239
encode_rsid1445.tsv	232	232
encode_rsid1446.tsv	244	244
encode_rsid1447.tsv	267	267
encode_rsid1448.tsv	281	281
encode_rsid1449.tsv	272	272
encode_rsid1450.tsv	237	237
encode_rsid1451.tsv	277	277
encode_rsid1452.tsv	257	257
encode_rsid1453.tsv	249	249
encode_rsid1454.tsv	250	250
encode_rsid1455.tsv	258	258
encode_rsid1456.tsv	260	260
encode_rsid1457.tsv	250	250
encode_rsid1458.tsv	274	274
encode_rsid1459.tsv	245	245
encode_rsid1460.tsv	256	256
encode_rsid1461.tsv	252	252
encode_rsid1462.tsv	269	269
encode_rsid1463.tsv	235	235
encode_rsid1464.tsv	264	264
encode_rsid1465.tsv	263	263
encode_rsid1466.tsv	263	263
encode_rsid1467.tsv	249	249
encode_rsid1468.tsv	294	294
encode_rsid1469.tsv	268	268
encode_rsid1470.tsv	248	248
encode_rsid1471.tsv	257	257
encode_rsid1472.tsv	233	233
encode_rsid1473.tsv	289	289
encode_rsid1474.tsv	258	258
encode_rsid1475.tsv	254	254
encode_rsid1476.tsv	248	248
encode_rsid1477.tsv	262	262
encode_rsid1478.tsv	255	255
encode_rsid1479.tsv	261	261
encode_rsid1480.tsv	269	269
encode_rsid1481.tsv	230	230
encode_rsid1482.tsv	261	261
encode_rsid1483.tsv	227	227
encode_rsid1484.tsv	268	267
encode_rsid1485.tsv	262	262
encode_rsid1486.tsv	262	262
encode_rsid1487.tsv	225	225
encode_rsid1488.tsv	232	232
encode_rsid1489.tsv	256	256
encode_rsid1490.tsv	273	272
encode_rsid1491.tsv	280	280
encode_rsid1492.tsv	255	255
encode_rsid1493.tsv	235	235
encode_rsid1494.tsv	258	258
encode_rsid1495.tsv	249	249
encode_rsid1496.tsv	244	244
encode_rsid1497.tsv	255	255
encode_rsid1498.tsv	235	235
encode_rsid1499.tsv	251	251
encode_rsid1500.tsv	245	245
encode_rsid1501.tsv	242	242
encode_rsid1502.tsv	249	249
encode_rsid1503.tsv	271	271
encode_rsid1504.tsv	245	245
encode_rsid1505.tsv	243	243
encode_rsid1506.tsv	220	219
encode_rsid1507.tsv	253	253
encode_rsid1508.tsv	243	243
encode_rsid1509.tsv	251	250
encode_rsid1510.tsv	265	265
encode_rsid1511.tsv	253	253
encode_rsid1512.tsv	249	249
encode_rsid1513.tsv	239	239
encode_rsid1514.tsv	238	237
encode_rsid1515.tsv	244	244
encode_rsid1516.tsv	250	249
encode_rsid1517.tsv	253	253
encode_rsid1518.tsv	241	241
encode_rsid1519.tsv	246	246
encode_rsid1520.tsv	234	234
encode_rsid1521.tsv	228	228
encode_rsid1522.tsv	249	249
encode_rsid1523.tsv	260	260
encode_rsid1524.tsv	240	240
encode_rsid1525.tsv	234	234
encode_rsid1526.tsv	261	261
encode_rsid1527.tsv	257	257
encode_rsid1528.tsv	239	239
encode_rsid1529.tsv	230	230
encode_rsid1530.tsv	246	246
encode_rsid1531.tsv	262	262
encode_rsid1532.tsv	252	251
encode_rsid1533.tsv	232	232
encode_rsid1534.tsv	259	259
encode_rsid1535.tsv	252	252
encode_rsid1536.tsv	261	261
encode_rsid1537.tsv	214	214
encode_rsid1538.tsv	245	245
encode_rsid1539.tsv	246	246
encode_rsid1540.tsv	221	221
encode_rsid1541.tsv	240	240
encode_rsid1542.tsv	233	233
encode_rsid1543.tsv	257	257
encode_rsid1544.tsv	253	252
encode_rsid1545.tsv	242	242
encode_rsid1546.tsv	241	241
encode_rsid1547.tsv	244	244
encode_rsid1548.tsv	224	224
encode_rsid1549.tsv	260	260
encode_rsid1550.tsv	220	220
encode_rsid1551.tsv	222	222
encode_rsid1552.tsv	245	244
encode_rsid1553.tsv	254	254
encode_rsid1554.tsv	235	235
encode_rsid1555.tsv	263	263
encode_rsid1556.tsv	244	244
encode_rsid1557.tsv	244	244
encode_rsid1558.tsv	239	239
encode_rsid1559.tsv	242	242
encode_rsid1560.tsv	243	242
encode_rsid1561.tsv	241	241
encode_rsid1562.tsv	232	232
encode_rsid1563.tsv	249	249
encode_rsid1564.tsv	238	238
encode_rsid1565.tsv	258	258
encode_rsid1566.tsv	267	267
encode_rsid1567.tsv	257	257
encode_rsid1568.tsv	226	226
encode_rsid1569.tsv	241	241
encode_rsid1570.tsv	255	255
encode_rsid1571.tsv	266	266
encode_rsid1572.tsv	245	245
encode_rsid1573.tsv	238	238
encode_rsid1574.tsv	270	270
encode_rsid1575.tsv	240	240
encode_rsid1576.tsv	266	266
encode_rsid1577.tsv	266	266
encode_rsid1578.tsv	248	248
encode_rsid1579.tsv	231	231
encode_rsid1580.tsv	225	225
encode_rsid1581.tsv	212	212
encode_rsid1582.tsv	240	240
encode_rsid1583.tsv	276	276
encode_rsid1584.tsv	268	268
encode_rsid1585.tsv	241	241
encode_rsid1586.tsv	257	257
encode_rsid1587.tsv	269	269
encode_rsid1588.tsv	253	253
encode_rsid1589.tsv	249	249
encode_rsid1590.tsv	222	222
encode_rsid1591.tsv	232	232
encode_rsid1592.tsv	253	251
encode_rsid1593.tsv	252	252
encode_rsid1594.tsv	265	265
encode_rsid1595.tsv	261	261
encode_rsid1596.tsv	250	249
encode_rsid1597.tsv	233	233
encode_rsid1598.tsv	242	242
encode_rsid1599.tsv	226	226
encode_rsid1600.tsv	266	265
encode_rsid1601.tsv	253	253
encode_rsid1602.tsv	246	246
encode_rsid1603.tsv	285	285
encode_rsid1604.tsv	267	267
encode_rsid1605.tsv	269	269
encode_rsid1606.tsv	225	225
encode_rsid1607.tsv	247	247
encode_rsid1608.tsv	228	228
encode_rsid1609.tsv	271	271
encode_rsid1610.tsv	246	246
encode_rsid1611.tsv	251	251
encode_rsid1612.tsv	246	246
encode_rsid1613.tsv	241	241
encode_rsid1614.tsv	255	255
encode_rsid1615.tsv	241	241
encode_rsid1616.tsv	242	242
encode_rsid1617.tsv	230	230
encode_rsid1618.tsv	264	265
encode_rsid1619.tsv	242	242
encode_rsid1620.tsv	257	257
encode_rsid1621.tsv	272	272
encode_rsid1622.tsv	252	252
encode_rsid1623.tsv	247	247
encode_rsid1624.tsv	238	238
encode_rsid1625.tsv	245	245
encode_rsid1626.tsv	246	246
encode_rsid1627.tsv	247	247
encode_rsid1628.tsv	259	259
encode_rsid1629.tsv	228	228
encode_rsid1630.tsv	235	235
encode_rsid1631.tsv	255	255
encode_rsid1632.tsv	236	236
encode_rsid1633.tsv	210	210
encode_rsid1634.tsv	216	215
encode_rsid1635.tsv	255	255
encode_rsid1636.tsv	234	234
encode_rsid1637.tsv	251	251
encode_rsid1638.tsv	226	226
encode_rsid1639.tsv	244	244
encode_rsid1640.tsv	259	259
encode_rsid1641.tsv	259	259
encode_rsid1642.tsv	246	246
encode_rsid1643.tsv	238	238
encode_rsid1644.tsv	247	247
encode_rsid1645.tsv	269	269
encode_rsid1646.tsv	230	230
