random	SNP_n	Enh_n
roadmap_rsid8251.tsv	451	451
roadmap_rsid8252.tsv	422	422
roadmap_rsid8253.tsv	445	445
roadmap_rsid8254.tsv	438	438
roadmap_rsid8255.tsv	430	429
roadmap_rsid8256.tsv	420	419
roadmap_rsid8257.tsv	455	454
roadmap_rsid8258.tsv	395	395
roadmap_rsid8259.tsv	415	414
roadmap_rsid8260.tsv	418	418
roadmap_rsid8261.tsv	436	436
roadmap_rsid8262.tsv	445	445
roadmap_rsid8263.tsv	416	415
roadmap_rsid8264.tsv	430	430
roadmap_rsid8265.tsv	411	411
roadmap_rsid8266.tsv	425	425
roadmap_rsid8267.tsv	452	450
roadmap_rsid8268.tsv	433	433
roadmap_rsid8269.tsv	466	465
roadmap_rsid8270.tsv	441	441
roadmap_rsid8271.tsv	434	432
roadmap_rsid8272.tsv	439	438
roadmap_rsid8273.tsv	446	446
roadmap_rsid8274.tsv	465	464
roadmap_rsid8275.tsv	444	444
roadmap_rsid8276.tsv	402	401
roadmap_rsid8277.tsv	437	436
roadmap_rsid8278.tsv	424	424
roadmap_rsid8279.tsv	458	458
roadmap_rsid8280.tsv	387	387
roadmap_rsid8281.tsv	473	473
roadmap_rsid8282.tsv	448	447
roadmap_rsid8283.tsv	395	394
roadmap_rsid8284.tsv	464	464
roadmap_rsid8285.tsv	426	426
roadmap_rsid8286.tsv	424	423
roadmap_rsid8287.tsv	437	436
roadmap_rsid8288.tsv	436	436
roadmap_rsid8289.tsv	434	434
roadmap_rsid8290.tsv	425	423
roadmap_rsid8291.tsv	402	401
roadmap_rsid8292.tsv	468	468
roadmap_rsid8293.tsv	446	445
roadmap_rsid8294.tsv	419	419
roadmap_rsid8295.tsv	461	461
roadmap_rsid8296.tsv	429	427
roadmap_rsid8297.tsv	407	406
roadmap_rsid8298.tsv	443	443
roadmap_rsid8299.tsv	448	448
roadmap_rsid8300.tsv	468	465
roadmap_rsid8301.tsv	470	469
roadmap_rsid8302.tsv	438	438
roadmap_rsid8303.tsv	445	445
roadmap_rsid8304.tsv	405	404
roadmap_rsid8305.tsv	447	446
roadmap_rsid8306.tsv	433	432
roadmap_rsid8307.tsv	448	448
roadmap_rsid8308.tsv	447	447
roadmap_rsid8309.tsv	441	439
roadmap_rsid8310.tsv	435	434
roadmap_rsid8311.tsv	407	406
roadmap_rsid8312.tsv	412	412
roadmap_rsid8313.tsv	473	471
roadmap_rsid8314.tsv	431	431
roadmap_rsid8315.tsv	444	444
roadmap_rsid8316.tsv	437	436
roadmap_rsid8317.tsv	443	442
roadmap_rsid8318.tsv	440	440
roadmap_rsid8319.tsv	443	443
roadmap_rsid8320.tsv	468	467
roadmap_rsid8321.tsv	461	460
roadmap_rsid8322.tsv	438	436
roadmap_rsid8323.tsv	415	415
roadmap_rsid8324.tsv	401	401
roadmap_rsid8325.tsv	456	455
roadmap_rsid8326.tsv	483	483
roadmap_rsid8327.tsv	423	422
roadmap_rsid8328.tsv	425	425
roadmap_rsid8329.tsv	412	412
roadmap_rsid8330.tsv	460	460
roadmap_rsid8331.tsv	409	409
roadmap_rsid8332.tsv	451	450
roadmap_rsid8333.tsv	439	439
roadmap_rsid8334.tsv	418	417
roadmap_rsid8335.tsv	418	418
roadmap_rsid8336.tsv	416	416
roadmap_rsid8337.tsv	426	425
roadmap_rsid8338.tsv	457	456
roadmap_rsid8339.tsv	454	454
roadmap_rsid8340.tsv	418	418
roadmap_rsid8341.tsv	428	428
roadmap_rsid8342.tsv	431	431
roadmap_rsid8343.tsv	429	428
roadmap_rsid8344.tsv	445	445
roadmap_rsid8345.tsv	449	449
roadmap_rsid8346.tsv	462	462
roadmap_rsid8347.tsv	395	395
roadmap_rsid8348.tsv	451	449
roadmap_rsid8349.tsv	460	460
roadmap_rsid8350.tsv	421	420
roadmap_rsid8351.tsv	435	433
roadmap_rsid8352.tsv	424	424
roadmap_rsid8353.tsv	446	446
roadmap_rsid8354.tsv	427	427
roadmap_rsid8355.tsv	445	444
roadmap_rsid8356.tsv	444	444
roadmap_rsid8357.tsv	465	464
roadmap_rsid8358.tsv	438	437
roadmap_rsid8359.tsv	452	451
roadmap_rsid8360.tsv	418	418
roadmap_rsid8361.tsv	417	415
roadmap_rsid8362.tsv	400	400
roadmap_rsid8363.tsv	440	440
roadmap_rsid8364.tsv	419	419
roadmap_rsid8365.tsv	463	463
roadmap_rsid8366.tsv	444	443
roadmap_rsid8367.tsv	447	447
roadmap_rsid8368.tsv	462	462
roadmap_rsid8369.tsv	427	427
roadmap_rsid8370.tsv	427	425
roadmap_rsid8371.tsv	423	423
roadmap_rsid8372.tsv	444	443
roadmap_rsid8373.tsv	450	448
roadmap_rsid8374.tsv	442	441
roadmap_rsid8375.tsv	448	448
roadmap_rsid8376.tsv	414	413
roadmap_rsid8377.tsv	442	442
roadmap_rsid8378.tsv	458	456
roadmap_rsid8379.tsv	421	421
roadmap_rsid8380.tsv	443	442
roadmap_rsid8381.tsv	445	444
roadmap_rsid8382.tsv	457	457
roadmap_rsid8383.tsv	451	451
roadmap_rsid8384.tsv	433	432
roadmap_rsid8385.tsv	426	425
roadmap_rsid8386.tsv	447	447
roadmap_rsid8387.tsv	412	412
roadmap_rsid8388.tsv	455	454
roadmap_rsid8389.tsv	429	429
roadmap_rsid8390.tsv	432	431
roadmap_rsid8391.tsv	452	450
roadmap_rsid8392.tsv	471	468
roadmap_rsid8393.tsv	433	432
roadmap_rsid8394.tsv	402	402
roadmap_rsid8395.tsv	451	451
roadmap_rsid8396.tsv	444	442
roadmap_rsid8397.tsv	428	427
roadmap_rsid8398.tsv	436	436
roadmap_rsid8399.tsv	447	446
roadmap_rsid8400.tsv	435	435
roadmap_rsid8401.tsv	434	433
roadmap_rsid8402.tsv	424	423
roadmap_rsid8403.tsv	421	421
roadmap_rsid8404.tsv	455	453
roadmap_rsid8405.tsv	450	450
roadmap_rsid8406.tsv	455	455
roadmap_rsid8407.tsv	443	443
roadmap_rsid8408.tsv	421	421
roadmap_rsid8409.tsv	435	435
roadmap_rsid8410.tsv	455	454
roadmap_rsid8411.tsv	436	436
roadmap_rsid8412.tsv	450	449
roadmap_rsid8413.tsv	445	444
roadmap_rsid8414.tsv	446	446
roadmap_rsid8415.tsv	463	461
roadmap_rsid8416.tsv	444	444
roadmap_rsid8417.tsv	431	429
roadmap_rsid8418.tsv	440	439
roadmap_rsid8419.tsv	455	455
roadmap_rsid8420.tsv	432	433
roadmap_rsid8421.tsv	453	453
roadmap_rsid8422.tsv	440	439
roadmap_rsid8423.tsv	406	406
roadmap_rsid8424.tsv	435	434
roadmap_rsid8425.tsv	462	462
roadmap_rsid8426.tsv	419	417
roadmap_rsid8427.tsv	422	422
roadmap_rsid8428.tsv	387	387
roadmap_rsid8429.tsv	442	441
roadmap_rsid8430.tsv	431	431
roadmap_rsid8431.tsv	441	440
roadmap_rsid8432.tsv	449	448
roadmap_rsid8433.tsv	426	426
roadmap_rsid8434.tsv	451	451
roadmap_rsid8435.tsv	450	450
roadmap_rsid8436.tsv	445	445
roadmap_rsid8437.tsv	391	390
roadmap_rsid8438.tsv	464	464
roadmap_rsid8439.tsv	439	439
roadmap_rsid8440.tsv	435	434
roadmap_rsid8441.tsv	399	397
roadmap_rsid8442.tsv	417	417
roadmap_rsid8443.tsv	413	413
roadmap_rsid8444.tsv	418	417
roadmap_rsid8445.tsv	409	408
roadmap_rsid8446.tsv	453	451
roadmap_rsid8447.tsv	441	441
roadmap_rsid8448.tsv	446	445
roadmap_rsid8449.tsv	456	456
roadmap_rsid8450.tsv	449	449
roadmap_rsid8451.tsv	425	425
roadmap_rsid8452.tsv	463	463
roadmap_rsid8453.tsv	412	412
roadmap_rsid8454.tsv	430	430
roadmap_rsid8455.tsv	456	455
roadmap_rsid8456.tsv	448	447
roadmap_rsid8457.tsv	447	446
roadmap_rsid8458.tsv	445	445
roadmap_rsid8459.tsv	460	460
roadmap_rsid8460.tsv	425	425
roadmap_rsid8461.tsv	441	441
roadmap_rsid8462.tsv	459	458
roadmap_rsid8463.tsv	451	449
roadmap_rsid8464.tsv	440	440
roadmap_rsid8465.tsv	423	422
roadmap_rsid8466.tsv	467	465
roadmap_rsid8467.tsv	417	416
roadmap_rsid8468.tsv	414	414
roadmap_rsid8469.tsv	420	420
roadmap_rsid8470.tsv	453	453
roadmap_rsid8471.tsv	447	446
roadmap_rsid8472.tsv	426	425
roadmap_rsid8473.tsv	432	431
roadmap_rsid8474.tsv	417	417
roadmap_rsid8475.tsv	414	411
roadmap_rsid8476.tsv	462	461
roadmap_rsid8477.tsv	436	434
roadmap_rsid8478.tsv	445	445
roadmap_rsid8479.tsv	451	451
roadmap_rsid8480.tsv	437	437
roadmap_rsid8481.tsv	447	445
roadmap_rsid8482.tsv	457	457
roadmap_rsid8483.tsv	452	452
roadmap_rsid8484.tsv	444	444
roadmap_rsid8485.tsv	442	442
roadmap_rsid8486.tsv	430	430
roadmap_rsid8487.tsv	447	446
roadmap_rsid8488.tsv	440	439
roadmap_rsid8489.tsv	433	431
roadmap_rsid8490.tsv	423	423
roadmap_rsid8491.tsv	427	427
roadmap_rsid8492.tsv	467	467
roadmap_rsid8493.tsv	425	425
roadmap_rsid8494.tsv	433	433
roadmap_rsid8495.tsv	442	442
roadmap_rsid8496.tsv	446	443
roadmap_rsid8497.tsv	419	418
roadmap_rsid8498.tsv	467	464
roadmap_rsid8499.tsv	426	425
roadmap_rsid8500.tsv	433	432
roadmap_rsid8501.tsv	457	455
roadmap_rsid8502.tsv	426	426
roadmap_rsid8503.tsv	466	466
roadmap_rsid8504.tsv	412	412
roadmap_rsid8505.tsv	424	424
roadmap_rsid8506.tsv	460	459
roadmap_rsid8507.tsv	439	439
roadmap_rsid8508.tsv	430	430
roadmap_rsid8509.tsv	459	459
roadmap_rsid8510.tsv	421	420
roadmap_rsid8511.tsv	434	433
roadmap_rsid8512.tsv	418	418
roadmap_rsid8513.tsv	455	454
roadmap_rsid8514.tsv	488	488
roadmap_rsid8515.tsv	425	425
roadmap_rsid8516.tsv	433	432
roadmap_rsid8517.tsv	397	397
roadmap_rsid8518.tsv	430	430
roadmap_rsid8519.tsv	445	445
roadmap_rsid8520.tsv	395	394
roadmap_rsid8521.tsv	422	422
roadmap_rsid8522.tsv	446	446
roadmap_rsid8523.tsv	429	428
roadmap_rsid8524.tsv	425	424
roadmap_rsid8525.tsv	402	402
roadmap_rsid8526.tsv	442	442
roadmap_rsid8527.tsv	441	441
roadmap_rsid8528.tsv	425	423
roadmap_rsid8529.tsv	460	459
roadmap_rsid8530.tsv	410	410
roadmap_rsid8531.tsv	441	441
roadmap_rsid8532.tsv	465	465
roadmap_rsid8533.tsv	424	424
roadmap_rsid8534.tsv	462	462
roadmap_rsid8535.tsv	441	441
roadmap_rsid8536.tsv	420	420
roadmap_rsid8537.tsv	433	433
roadmap_rsid8538.tsv	476	475
roadmap_rsid8539.tsv	451	450
roadmap_rsid8540.tsv	435	434
roadmap_rsid8541.tsv	411	411
roadmap_rsid8542.tsv	452	451
roadmap_rsid8543.tsv	423	422
roadmap_rsid8544.tsv	433	431
roadmap_rsid8545.tsv	417	417
roadmap_rsid8546.tsv	399	399
roadmap_rsid8547.tsv	454	454
roadmap_rsid8548.tsv	454	451
roadmap_rsid8549.tsv	425	425
roadmap_rsid8550.tsv	413	413
roadmap_rsid8551.tsv	454	454
roadmap_rsid8552.tsv	457	457
roadmap_rsid8553.tsv	454	454
roadmap_rsid8554.tsv	461	460
roadmap_rsid8555.tsv	447	447
roadmap_rsid8556.tsv	427	426
roadmap_rsid8557.tsv	418	418
roadmap_rsid8558.tsv	449	448
roadmap_rsid8559.tsv	424	424
roadmap_rsid8560.tsv	471	471
roadmap_rsid8561.tsv	432	432
roadmap_rsid8562.tsv	424	422
roadmap_rsid8563.tsv	449	448
roadmap_rsid8564.tsv	467	466
roadmap_rsid8565.tsv	445	445
roadmap_rsid8566.tsv	448	447
roadmap_rsid8567.tsv	455	453
roadmap_rsid8568.tsv	466	466
roadmap_rsid8569.tsv	399	395
roadmap_rsid8570.tsv	444	444
roadmap_rsid8571.tsv	424	424
roadmap_rsid8572.tsv	452	452
roadmap_rsid8573.tsv	408	406
roadmap_rsid8574.tsv	460	458
roadmap_rsid8575.tsv	423	423
roadmap_rsid8576.tsv	465	464
roadmap_rsid8577.tsv	408	408
roadmap_rsid8578.tsv	435	435
roadmap_rsid8579.tsv	447	447
roadmap_rsid8580.tsv	443	443
roadmap_rsid8581.tsv	480	480
roadmap_rsid8582.tsv	448	448
roadmap_rsid8583.tsv	417	417
roadmap_rsid8584.tsv	434	433
roadmap_rsid8585.tsv	409	409
roadmap_rsid8586.tsv	459	459
roadmap_rsid8587.tsv	431	431
roadmap_rsid8588.tsv	471	471
roadmap_rsid8589.tsv	469	469
roadmap_rsid8590.tsv	420	421
roadmap_rsid8591.tsv	436	435
roadmap_rsid8592.tsv	444	444
roadmap_rsid8593.tsv	455	455
roadmap_rsid8594.tsv	433	431
roadmap_rsid8595.tsv	411	411
roadmap_rsid8596.tsv	418	418
roadmap_rsid8597.tsv	429	427
roadmap_rsid8598.tsv	437	436
roadmap_rsid8599.tsv	453	450
roadmap_rsid8600.tsv	411	411
roadmap_rsid8601.tsv	403	402
roadmap_rsid8602.tsv	430	429
roadmap_rsid8603.tsv	449	448
roadmap_rsid8604.tsv	424	424
roadmap_rsid8605.tsv	448	448
roadmap_rsid8606.tsv	447	447
roadmap_rsid8607.tsv	451	450
roadmap_rsid8608.tsv	462	462
roadmap_rsid8609.tsv	439	439
roadmap_rsid8610.tsv	466	465
roadmap_rsid8611.tsv	438	437
roadmap_rsid8612.tsv	448	448
roadmap_rsid8613.tsv	415	414
roadmap_rsid8614.tsv	450	449
roadmap_rsid8615.tsv	421	421
roadmap_rsid8616.tsv	467	466
roadmap_rsid8617.tsv	468	468
roadmap_rsid8618.tsv	446	445
roadmap_rsid8619.tsv	417	415
roadmap_rsid8620.tsv	442	442
roadmap_rsid8621.tsv	452	451
roadmap_rsid8622.tsv	445	443
roadmap_rsid8623.tsv	431	431
roadmap_rsid8624.tsv	434	434
roadmap_rsid8625.tsv	452	451
roadmap_rsid8626.tsv	400	400
roadmap_rsid8627.tsv	436	435
roadmap_rsid8628.tsv	413	412
roadmap_rsid8629.tsv	413	412
roadmap_rsid8630.tsv	428	428
roadmap_rsid8631.tsv	416	415
roadmap_rsid8632.tsv	439	438
roadmap_rsid8633.tsv	444	443
roadmap_rsid8634.tsv	421	420
roadmap_rsid8635.tsv	439	438
roadmap_rsid8636.tsv	447	447
roadmap_rsid8637.tsv	443	443
roadmap_rsid8638.tsv	452	449
roadmap_rsid8639.tsv	447	445
roadmap_rsid8640.tsv	424	423
roadmap_rsid8641.tsv	411	410
roadmap_rsid8642.tsv	444	443
roadmap_rsid8643.tsv	453	453
roadmap_rsid8644.tsv	429	428
roadmap_rsid8645.tsv	430	430
roadmap_rsid8646.tsv	406	406
roadmap_rsid8647.tsv	463	461
roadmap_rsid8648.tsv	439	436
roadmap_rsid8649.tsv	438	438
roadmap_rsid8650.tsv	455	455
roadmap_rsid8651.tsv	448	448
roadmap_rsid8652.tsv	432	432
roadmap_rsid8653.tsv	437	436
roadmap_rsid8654.tsv	449	448
roadmap_rsid8655.tsv	427	427
roadmap_rsid8656.tsv	429	428
roadmap_rsid8657.tsv	447	447
roadmap_rsid8658.tsv	445	444
roadmap_rsid8659.tsv	444	444
roadmap_rsid8660.tsv	433	433
roadmap_rsid8661.tsv	429	428
roadmap_rsid8662.tsv	450	449
roadmap_rsid8663.tsv	437	436
roadmap_rsid8664.tsv	420	420
roadmap_rsid8665.tsv	426	424
roadmap_rsid8666.tsv	404	404
roadmap_rsid8667.tsv	451	451
roadmap_rsid8668.tsv	450	450
roadmap_rsid8669.tsv	427	427
roadmap_rsid8670.tsv	428	427
roadmap_rsid8671.tsv	426	425
roadmap_rsid8672.tsv	432	431
roadmap_rsid8673.tsv	433	433
roadmap_rsid8674.tsv	437	437
roadmap_rsid8675.tsv	409	409
roadmap_rsid8676.tsv	447	447
roadmap_rsid8677.tsv	467	467
roadmap_rsid8678.tsv	455	454
roadmap_rsid8679.tsv	445	445
roadmap_rsid8680.tsv	470	468
roadmap_rsid8681.tsv	423	423
roadmap_rsid8682.tsv	448	448
roadmap_rsid8683.tsv	441	441
roadmap_rsid8684.tsv	468	466
roadmap_rsid8685.tsv	404	404
roadmap_rsid8686.tsv	409	408
roadmap_rsid8687.tsv	465	465
roadmap_rsid8688.tsv	423	421
roadmap_rsid8689.tsv	445	444
roadmap_rsid8690.tsv	452	451
roadmap_rsid8691.tsv	442	441
roadmap_rsid8692.tsv	419	416
roadmap_rsid8693.tsv	408	407
roadmap_rsid8694.tsv	460	460
roadmap_rsid8695.tsv	465	465
roadmap_rsid8696.tsv	451	451
roadmap_rsid8697.tsv	452	450
roadmap_rsid8698.tsv	472	472
roadmap_rsid8699.tsv	416	416
roadmap_rsid8700.tsv	425	425
roadmap_rsid8701.tsv	465	465
roadmap_rsid8702.tsv	418	418
roadmap_rsid8703.tsv	449	447
roadmap_rsid8704.tsv	438	438
roadmap_rsid8705.tsv	458	457
roadmap_rsid8706.tsv	467	467
roadmap_rsid8707.tsv	426	425
roadmap_rsid8708.tsv	427	423
roadmap_rsid8709.tsv	447	447
roadmap_rsid8710.tsv	443	442
roadmap_rsid8711.tsv	444	444
roadmap_rsid8712.tsv	447	446
roadmap_rsid8713.tsv	429	429
roadmap_rsid8714.tsv	432	431
roadmap_rsid8715.tsv	397	396
roadmap_rsid8716.tsv	448	447
roadmap_rsid8717.tsv	405	405
roadmap_rsid8718.tsv	443	443
roadmap_rsid8719.tsv	446	445
roadmap_rsid8720.tsv	426	424
roadmap_rsid8721.tsv	449	448
roadmap_rsid8722.tsv	452	452
roadmap_rsid8723.tsv	440	437
roadmap_rsid8724.tsv	424	422
roadmap_rsid8725.tsv	437	437
roadmap_rsid8726.tsv	457	457
roadmap_rsid8727.tsv	409	409
roadmap_rsid8728.tsv	414	414
roadmap_rsid8729.tsv	418	418
roadmap_rsid8730.tsv	432	432
roadmap_rsid8731.tsv	452	452
roadmap_rsid8732.tsv	462	462
roadmap_rsid8733.tsv	437	437
roadmap_rsid8734.tsv	412	412
roadmap_rsid8735.tsv	433	433
roadmap_rsid8736.tsv	415	414
roadmap_rsid8737.tsv	411	411
roadmap_rsid8738.tsv	443	443
roadmap_rsid8739.tsv	470	470
roadmap_rsid8740.tsv	453	453
roadmap_rsid8741.tsv	420	419
roadmap_rsid8742.tsv	400	400
roadmap_rsid8743.tsv	440	439
roadmap_rsid8744.tsv	423	423
roadmap_rsid8745.tsv	411	411
roadmap_rsid8746.tsv	456	455
roadmap_rsid8747.tsv	425	425
roadmap_rsid8748.tsv	464	464
roadmap_rsid8749.tsv	429	429
roadmap_rsid8750.tsv	442	442
roadmap_rsid8751.tsv	444	443
roadmap_rsid8752.tsv	448	446
roadmap_rsid8753.tsv	427	427
roadmap_rsid8754.tsv	416	415
roadmap_rsid8755.tsv	433	433
roadmap_rsid8756.tsv	435	434
roadmap_rsid8757.tsv	443	443
roadmap_rsid8758.tsv	444	444
roadmap_rsid8759.tsv	473	473
roadmap_rsid8760.tsv	445	445
roadmap_rsid8761.tsv	461	461
roadmap_rsid8762.tsv	451	451
roadmap_rsid8763.tsv	424	424
roadmap_rsid8764.tsv	422	422
roadmap_rsid8765.tsv	421	420
roadmap_rsid8766.tsv	465	465
roadmap_rsid8767.tsv	420	420
roadmap_rsid8768.tsv	413	411
roadmap_rsid8769.tsv	453	452
roadmap_rsid8770.tsv	440	439
roadmap_rsid8771.tsv	403	402
roadmap_rsid8772.tsv	428	428
roadmap_rsid8773.tsv	441	442
roadmap_rsid8774.tsv	428	426
roadmap_rsid8775.tsv	459	459
roadmap_rsid8776.tsv	434	433
roadmap_rsid8777.tsv	409	409
roadmap_rsid8778.tsv	421	421
roadmap_rsid8779.tsv	462	460
roadmap_rsid8780.tsv	421	421
roadmap_rsid8781.tsv	481	481
roadmap_rsid8782.tsv	447	445
roadmap_rsid8783.tsv	431	430
roadmap_rsid8784.tsv	416	416
roadmap_rsid8785.tsv	459	458
roadmap_rsid8786.tsv	430	430
roadmap_rsid8787.tsv	424	423
roadmap_rsid8788.tsv	419	417
roadmap_rsid8789.tsv	434	433
roadmap_rsid8790.tsv	444	443
roadmap_rsid8791.tsv	454	453
roadmap_rsid8792.tsv	430	429
roadmap_rsid8793.tsv	442	440
roadmap_rsid8794.tsv	454	452
roadmap_rsid8795.tsv	466	465
roadmap_rsid8796.tsv	428	428
roadmap_rsid8797.tsv	447	446
roadmap_rsid8798.tsv	439	439
roadmap_rsid8799.tsv	404	403
roadmap_rsid8800.tsv	435	435
roadmap_rsid8801.tsv	407	405
roadmap_rsid8802.tsv	418	418
roadmap_rsid8803.tsv	431	430
roadmap_rsid8804.tsv	434	434
roadmap_rsid8805.tsv	446	445
roadmap_rsid8806.tsv	424	424
roadmap_rsid8807.tsv	449	449
roadmap_rsid8808.tsv	444	443
roadmap_rsid8809.tsv	460	460
roadmap_rsid8810.tsv	413	413
roadmap_rsid8811.tsv	464	464
roadmap_rsid8812.tsv	434	434
roadmap_rsid8813.tsv	425	425
roadmap_rsid8814.tsv	412	412
roadmap_rsid8815.tsv	446	446
roadmap_rsid8816.tsv	468	467
roadmap_rsid8817.tsv	435	434
roadmap_rsid8818.tsv	412	412
roadmap_rsid8819.tsv	431	431
roadmap_rsid8820.tsv	448	447
roadmap_rsid8821.tsv	461	460
roadmap_rsid8822.tsv	436	435
roadmap_rsid8823.tsv	439	439
roadmap_rsid8824.tsv	441	441
roadmap_rsid8825.tsv	426	425
roadmap_rsid8826.tsv	446	445
roadmap_rsid8827.tsv	431	430
roadmap_rsid8828.tsv	413	412
roadmap_rsid8829.tsv	445	445
roadmap_rsid8830.tsv	458	457
roadmap_rsid8831.tsv	422	420
roadmap_rsid8832.tsv	408	408
roadmap_rsid8833.tsv	462	460
roadmap_rsid8834.tsv	439	438
roadmap_rsid8835.tsv	409	409
roadmap_rsid8836.tsv	431	430
roadmap_rsid8837.tsv	435	435
roadmap_rsid8838.tsv	449	449
roadmap_rsid8839.tsv	438	438
roadmap_rsid8840.tsv	445	441
roadmap_rsid8841.tsv	427	426
roadmap_rsid8842.tsv	412	412
roadmap_rsid8843.tsv	441	440
roadmap_rsid8844.tsv	396	396
roadmap_rsid8845.tsv	451	449
roadmap_rsid8846.tsv	417	417
roadmap_rsid8847.tsv	447	447
roadmap_rsid8848.tsv	435	435
roadmap_rsid8849.tsv	426	426
roadmap_rsid8850.tsv	432	433
roadmap_rsid8851.tsv	430	430
roadmap_rsid8852.tsv	453	453
roadmap_rsid8853.tsv	418	417
roadmap_rsid8854.tsv	433	433
roadmap_rsid8855.tsv	385	383
roadmap_rsid8856.tsv	431	431
roadmap_rsid8857.tsv	396	395
roadmap_rsid8858.tsv	455	454
roadmap_rsid8859.tsv	456	455
roadmap_rsid8860.tsv	431	430
roadmap_rsid8861.tsv	430	429
roadmap_rsid8862.tsv	464	463
roadmap_rsid8863.tsv	452	452
roadmap_rsid8864.tsv	451	450
roadmap_rsid8865.tsv	435	433
roadmap_rsid8866.tsv	434	434
roadmap_rsid8867.tsv	432	431
roadmap_rsid8868.tsv	451	450
roadmap_rsid8869.tsv	432	432
roadmap_rsid8870.tsv	440	439
roadmap_rsid8871.tsv	410	409
roadmap_rsid8872.tsv	458	456
roadmap_rsid8873.tsv	403	403
roadmap_rsid8874.tsv	427	427
roadmap_rsid8875.tsv	429	429
roadmap_rsid8876.tsv	427	427
roadmap_rsid8877.tsv	417	415
roadmap_rsid8878.tsv	435	434
roadmap_rsid8879.tsv	456	456
roadmap_rsid8880.tsv	434	433
roadmap_rsid8881.tsv	432	432
roadmap_rsid8882.tsv	433	432
roadmap_rsid8883.tsv	460	460
roadmap_rsid8884.tsv	437	436
roadmap_rsid8885.tsv	423	423
roadmap_rsid8886.tsv	451	451
roadmap_rsid8887.tsv	446	444
roadmap_rsid8888.tsv	446	446
roadmap_rsid8889.tsv	410	410
roadmap_rsid8890.tsv	409	408
roadmap_rsid8891.tsv	427	426
roadmap_rsid8892.tsv	435	434
roadmap_rsid8893.tsv	452	450
roadmap_rsid8894.tsv	435	434
roadmap_rsid8895.tsv	452	451
roadmap_rsid8896.tsv	460	460
roadmap_rsid8897.tsv	410	409
roadmap_rsid8898.tsv	444	444
roadmap_rsid8899.tsv	458	458
roadmap_rsid8900.tsv	433	433
roadmap_rsid8901.tsv	461	459
roadmap_rsid8902.tsv	421	421
roadmap_rsid8903.tsv	420	420
roadmap_rsid8904.tsv	414	414
roadmap_rsid8905.tsv	437	436
roadmap_rsid8906.tsv	451	451
roadmap_rsid8907.tsv	428	426
roadmap_rsid8908.tsv	462	462
roadmap_rsid8909.tsv	450	448
roadmap_rsid8910.tsv	416	415
roadmap_rsid8911.tsv	443	443
roadmap_rsid8912.tsv	457	458
roadmap_rsid8913.tsv	475	474
roadmap_rsid8914.tsv	428	429
roadmap_rsid8915.tsv	430	430
roadmap_rsid8916.tsv	409	407
roadmap_rsid8917.tsv	463	462
roadmap_rsid8918.tsv	445	444
roadmap_rsid8919.tsv	419	419
roadmap_rsid8920.tsv	425	425
roadmap_rsid8921.tsv	406	405
roadmap_rsid8922.tsv	433	433
roadmap_rsid8923.tsv	446	446
roadmap_rsid8924.tsv	425	423
roadmap_rsid8925.tsv	425	424
roadmap_rsid8926.tsv	415	414
roadmap_rsid8927.tsv	422	421
roadmap_rsid8928.tsv	455	453
roadmap_rsid8929.tsv	450	450
roadmap_rsid8930.tsv	451	451
roadmap_rsid8931.tsv	463	463
roadmap_rsid8932.tsv	424	424
roadmap_rsid8933.tsv	401	400
roadmap_rsid8934.tsv	411	411
roadmap_rsid8935.tsv	460	460
roadmap_rsid8936.tsv	433	432
roadmap_rsid8937.tsv	422	421
roadmap_rsid8938.tsv	440	438
roadmap_rsid8939.tsv	435	433
roadmap_rsid8940.tsv	439	438
roadmap_rsid8941.tsv	460	460
roadmap_rsid8942.tsv	480	480
roadmap_rsid8943.tsv	423	421
roadmap_rsid8944.tsv	449	449
roadmap_rsid8945.tsv	450	450
roadmap_rsid8946.tsv	486	484
roadmap_rsid8947.tsv	482	481
roadmap_rsid8948.tsv	435	435
roadmap_rsid8949.tsv	465	464
roadmap_rsid8950.tsv	436	436
roadmap_rsid8951.tsv	436	436
roadmap_rsid8952.tsv	450	449
roadmap_rsid8953.tsv	459	459
roadmap_rsid8954.tsv	437	436
roadmap_rsid8955.tsv	426	426
roadmap_rsid8956.tsv	447	447
roadmap_rsid8957.tsv	432	432
roadmap_rsid8958.tsv	441	441
roadmap_rsid8959.tsv	431	431
roadmap_rsid8960.tsv	394	394
roadmap_rsid8961.tsv	449	448
roadmap_rsid8962.tsv	422	422
roadmap_rsid8963.tsv	424	422
roadmap_rsid8964.tsv	396	396
roadmap_rsid8965.tsv	454	453
roadmap_rsid8966.tsv	432	431
roadmap_rsid8967.tsv	438	438
roadmap_rsid8968.tsv	398	398
roadmap_rsid8969.tsv	472	471
roadmap_rsid8970.tsv	420	419
roadmap_rsid8971.tsv	409	409
roadmap_rsid8972.tsv	404	404
roadmap_rsid8973.tsv	428	428
roadmap_rsid8974.tsv	434	433
roadmap_rsid8975.tsv	437	436
roadmap_rsid8976.tsv	457	457
roadmap_rsid8977.tsv	445	445
roadmap_rsid8978.tsv	432	432
roadmap_rsid8979.tsv	456	455
roadmap_rsid8980.tsv	430	428
roadmap_rsid8981.tsv	431	429
roadmap_rsid8982.tsv	455	454
roadmap_rsid8983.tsv	432	430
roadmap_rsid8984.tsv	440	440
roadmap_rsid8985.tsv	414	414
roadmap_rsid8986.tsv	448	445
